FID,gid,capacity_factor
west_wind_site_metadata.119947,119947,41.375
west_wind_site_metadata.119948,119948,35.5
west_wind_site_metadata.119949,119949,36.8125
west_wind_site_metadata.119950,119950,38.5
west_wind_site_metadata.119951,119951,39.46875
west_wind_site_metadata.119952,119952,37.9375
west_wind_site_metadata.119953,119953,38.0625
west_wind_site_metadata.119954,119954,36.09375
west_wind_site_metadata.119955,119955,35.65625
west_wind_site_metadata.119956,119956,33.96875
west_wind_site_metadata.119957,119957,33.6875
west_wind_site_metadata.119958,119958,31.765625
west_wind_site_metadata.119959,119959,31.890625
west_wind_site_metadata.119960,119960,25.828125
west_wind_site_metadata.119961,119961,44.65625
west_wind_site_metadata.119962,119962,36.40625
west_wind_site_metadata.119963,119963,36.125
west_wind_site_metadata.119964,119964,34.78125
west_wind_site_metadata.119965,119965,35.5
west_wind_site_metadata.119966,119966,34.15625
west_wind_site_metadata.119967,119967,34.90625
west_wind_site_metadata.119968,119968,33.8125
west_wind_site_metadata.119969,119969,33.90625
west_wind_site_metadata.119970,119970,33.03125
west_wind_site_metadata.119971,119971,38.59375
west_wind_site_metadata.119972,119972,37.6875
west_wind_site_metadata.119973,119973,37.53125
west_wind_site_metadata.119974,119974,37.5
west_wind_site_metadata.119975,119975,36.375
west_wind_site_metadata.119976,119976,36.96875
west_wind_site_metadata.119977,119977,35.5625
west_wind_site_metadata.119978,119978,36.25
west_wind_site_metadata.119979,119979,35.21875
west_wind_site_metadata.119980,119980,35.40625
west_wind_site_metadata.119981,119981,34.34375
west_wind_site_metadata.119982,119982,34.0625
west_wind_site_metadata.119983,119983,33.46875
west_wind_site_metadata.119984,119984,32.90625
west_wind_site_metadata.119985,119985,32.125
west_wind_site_metadata.119986,119986,32.34375
west_wind_site_metadata.119987,119987,40
west_wind_site_metadata.119988,119988,39
west_wind_site_metadata.119989,119989,37.875
west_wind_site_metadata.119990,119990,37.3125
west_wind_site_metadata.119991,119991,36
west_wind_site_metadata.119992,119992,35.90625
west_wind_site_metadata.119993,119993,34
west_wind_site_metadata.119994,119994,34.125
west_wind_site_metadata.119995,119995,32.71875
west_wind_site_metadata.119996,119996,33
west_wind_site_metadata.119997,119997,27.390625
west_wind_site_metadata.119998,119998,34.40625
west_wind_site_metadata.119999,119999,30.046875
west_wind_site_metadata.120000,120000,40.75
west_wind_site_metadata.120001,120001,39.96875
west_wind_site_metadata.120002,120002,39.3125
west_wind_site_metadata.120003,120003,38.5
west_wind_site_metadata.120004,120004,38.1875
west_wind_site_metadata.120005,120005,36.9375
west_wind_site_metadata.120006,120006,36.875
west_wind_site_metadata.120007,120007,34.96875
west_wind_site_metadata.120008,120008,34.84375
west_wind_site_metadata.120009,120009,33.15625
west_wind_site_metadata.120010,120010,33
west_wind_site_metadata.120011,120011,31.4375
west_wind_site_metadata.120012,120012,39.84375
west_wind_site_metadata.120013,120013,38.28125
west_wind_site_metadata.120014,120014,38.0625
west_wind_site_metadata.120015,120015,36.53125
west_wind_site_metadata.120016,120016,36.40625
west_wind_site_metadata.120017,120017,34.84375
west_wind_site_metadata.120018,120018,34.78125
west_wind_site_metadata.120019,120019,32.9375
west_wind_site_metadata.120020,120020,32.84375
west_wind_site_metadata.120021,120021,32.8125
west_wind_site_metadata.120022,120022,38.0625
west_wind_site_metadata.120023,120023,38.625
west_wind_site_metadata.120024,120024,37.40625
west_wind_site_metadata.120025,120025,37.59375
west_wind_site_metadata.120026,120026,36.125
west_wind_site_metadata.120027,120027,36.21875
west_wind_site_metadata.120028,120028,34.40625
west_wind_site_metadata.120029,120029,34.40625
west_wind_site_metadata.120030,120030,33.625
west_wind_site_metadata.120031,120031,33.25
west_wind_site_metadata.120032,120032,28.5
west_wind_site_metadata.120033,120033,32.71875
west_wind_site_metadata.120034,120034,33.6875
west_wind_site_metadata.120035,120035,33.96875
west_wind_site_metadata.120036,120036,34.53125
west_wind_site_metadata.120037,120037,34.71875
west_wind_site_metadata.120038,120038,33.9375
west_wind_site_metadata.120039,120039,33.96875
west_wind_site_metadata.120040,120040,33.59375
west_wind_site_metadata.120041,120041,33.3125
west_wind_site_metadata.120042,120042,33.09375
west_wind_site_metadata.120043,120043,32.625
west_wind_site_metadata.120044,120044,31.734375
west_wind_site_metadata.120045,120045,38
west_wind_site_metadata.120046,120046,16.28125
west_wind_site_metadata.120047,120047,34.1875
west_wind_site_metadata.120048,120048,34.78125
west_wind_site_metadata.120049,120049,34.0625
west_wind_site_metadata.120050,120050,34.21875
west_wind_site_metadata.120051,120051,33.34375
west_wind_site_metadata.120052,120052,33.34375
west_wind_site_metadata.120053,120053,32.96875
west_wind_site_metadata.120054,120054,32.84375
west_wind_site_metadata.120055,120055,32.90625
west_wind_site_metadata.120056,120056,32.71875
west_wind_site_metadata.120057,120057,31.28125
west_wind_site_metadata.120058,120058,27.59375
west_wind_site_metadata.120059,120059,29.703125
west_wind_site_metadata.120060,120060,29.671875
west_wind_site_metadata.120061,120061,32
west_wind_site_metadata.120062,120062,33.0625
west_wind_site_metadata.120063,120063,33.15625
west_wind_site_metadata.120064,120064,33.4375
west_wind_site_metadata.120065,120065,33.46875
west_wind_site_metadata.120066,120066,33.53125
west_wind_site_metadata.120067,120067,33.5625
west_wind_site_metadata.120068,120068,33.53125
west_wind_site_metadata.120069,120069,33.4375
west_wind_site_metadata.120070,120070,33.28125
west_wind_site_metadata.120071,120071,33.09375
west_wind_site_metadata.120072,120072,28.625
west_wind_site_metadata.120073,120073,31.078125
west_wind_site_metadata.120074,120074,38.625
west_wind_site_metadata.120075,120075,38.53125
west_wind_site_metadata.120076,120076,37.875
west_wind_site_metadata.120077,120077,37.96875
west_wind_site_metadata.120078,120078,30.578125
west_wind_site_metadata.120079,120079,28.859375
west_wind_site_metadata.120080,120080,32.59375
west_wind_site_metadata.120081,120081,32.15625
west_wind_site_metadata.120082,120082,32.21875
west_wind_site_metadata.120083,120083,32.6875
west_wind_site_metadata.120084,120084,32.625
west_wind_site_metadata.120085,120085,33.0625
west_wind_site_metadata.120086,120086,33.09375
west_wind_site_metadata.120087,120087,33.21875
west_wind_site_metadata.120088,120088,33.46875
west_wind_site_metadata.120089,120089,33.15625
west_wind_site_metadata.120090,120090,33.5625
west_wind_site_metadata.120091,120091,33.375
west_wind_site_metadata.120092,120092,38.5
west_wind_site_metadata.120093,120093,38.46875
west_wind_site_metadata.120094,120094,35.46875
west_wind_site_metadata.120095,120095,17.4375
west_wind_site_metadata.120096,120096,21.484375
west_wind_site_metadata.120097,120097,31.625
west_wind_site_metadata.120098,120098,31.203125
west_wind_site_metadata.120099,120099,31.40625
west_wind_site_metadata.120100,120100,38.15625
west_wind_site_metadata.120101,120101,33.875
west_wind_site_metadata.120102,120102,31.65625
west_wind_site_metadata.120103,120103,25.8125
west_wind_site_metadata.120104,120104,25.6875
west_wind_site_metadata.120105,120105,31.875
west_wind_site_metadata.120106,120106,25.875
west_wind_site_metadata.120107,120107,26.203125
west_wind_site_metadata.120108,120108,26
west_wind_site_metadata.120109,120109,26.375
west_wind_site_metadata.120110,120110,26.4375
west_wind_site_metadata.120111,120111,26.53125
west_wind_site_metadata.120112,120112,26.8125
west_wind_site_metadata.120113,120113,26.59375
west_wind_site_metadata.120114,120114,26.921875
west_wind_site_metadata.120115,120115,30.734375
west_wind_site_metadata.120116,120116,27.15625
west_wind_site_metadata.120117,120117,27.359375
west_wind_site_metadata.120118,120118,27.109375
west_wind_site_metadata.120119,120119,27.359375
west_wind_site_metadata.120120,120120,39.125
west_wind_site_metadata.120121,120121,38.9375
west_wind_site_metadata.120122,120122,38.59375
west_wind_site_metadata.120123,120123,35.6875
west_wind_site_metadata.120124,120124,27.53125
west_wind_site_metadata.120125,120125,27.328125
west_wind_site_metadata.120126,120126,38.84375
west_wind_site_metadata.120127,120127,33.78125
west_wind_site_metadata.120128,120128,24.46875
west_wind_site_metadata.120129,120129,23.765625
west_wind_site_metadata.120130,120130,39.4375
west_wind_site_metadata.120131,120131,39.65625
west_wind_site_metadata.120132,120132,39.59375
west_wind_site_metadata.120133,120133,39.75
west_wind_site_metadata.120134,120134,39.3125
west_wind_site_metadata.120135,120135,39.3125
west_wind_site_metadata.120136,120136,38.78125
west_wind_site_metadata.120137,120137,38.59375
west_wind_site_metadata.120138,120138,23.78125
west_wind_site_metadata.120139,120139,21.3125
west_wind_site_metadata.120140,120140,21.859375
west_wind_site_metadata.120141,120141,21.921875
west_wind_site_metadata.120142,120142,38.84375
west_wind_site_metadata.120143,120143,38.625
west_wind_site_metadata.120144,120144,38.40625
west_wind_site_metadata.120145,120145,17.71875
west_wind_site_metadata.120146,120146,16.53125
west_wind_site_metadata.120147,120147,34.4375
west_wind_site_metadata.120148,120148,33.375
west_wind_site_metadata.120149,120149,35.5625
west_wind_site_metadata.120150,120150,35.4375
west_wind_site_metadata.120151,120151,39.15625
west_wind_site_metadata.120152,120152,39.90625
west_wind_site_metadata.120153,120153,39.1875
west_wind_site_metadata.120154,120154,39.84375
west_wind_site_metadata.120155,120155,39.375
west_wind_site_metadata.120156,120156,39.46875
west_wind_site_metadata.120157,120157,39.15625
west_wind_site_metadata.120158,120158,39.0625
west_wind_site_metadata.120159,120159,38.84375
west_wind_site_metadata.120160,120160,38.46875
west_wind_site_metadata.120161,120161,17.65625
west_wind_site_metadata.120162,120162,16.96875
west_wind_site_metadata.120163,120163,35.4375
west_wind_site_metadata.120164,120164,33.625
west_wind_site_metadata.120165,120165,39.84375
west_wind_site_metadata.120166,120166,39.625
west_wind_site_metadata.120167,120167,39.59375
west_wind_site_metadata.120168,120168,39.8125
west_wind_site_metadata.120169,120169,39.0625
west_wind_site_metadata.120170,120170,39.53125
west_wind_site_metadata.120171,120171,38.59375
west_wind_site_metadata.120172,120172,39
west_wind_site_metadata.120173,120173,38.40625
west_wind_site_metadata.120174,120174,38.4375
west_wind_site_metadata.120175,120175,33.15625
west_wind_site_metadata.120176,120176,33.59375
west_wind_site_metadata.120177,120177,36.34375
west_wind_site_metadata.120178,120178,39.84375
west_wind_site_metadata.120179,120179,40
west_wind_site_metadata.120180,120180,40.375
west_wind_site_metadata.120181,120181,40.5
west_wind_site_metadata.120182,120182,40.625
west_wind_site_metadata.120183,120183,40.3125
west_wind_site_metadata.120184,120184,40.6875
west_wind_site_metadata.120185,120185,39.84375
west_wind_site_metadata.120186,120186,40.125
west_wind_site_metadata.120187,120187,39.25
west_wind_site_metadata.120188,120188,39.4375
west_wind_site_metadata.120189,120189,38.875
west_wind_site_metadata.120190,120190,38.65625
west_wind_site_metadata.120191,120191,38.34375
west_wind_site_metadata.120192,120192,17.9375
west_wind_site_metadata.120193,120193,32.90625
west_wind_site_metadata.120194,120194,32.53125
west_wind_site_metadata.120195,120195,30.640625
west_wind_site_metadata.120196,120196,39.5
west_wind_site_metadata.120197,120197,39.3125
west_wind_site_metadata.120198,120198,39.375
west_wind_site_metadata.120199,120199,39.15625
west_wind_site_metadata.120200,120200,39.15625
west_wind_site_metadata.120201,120201,38.96875
west_wind_site_metadata.120202,120202,38.8125
west_wind_site_metadata.120203,120203,38.8125
west_wind_site_metadata.120204,120204,38.65625
west_wind_site_metadata.120205,120205,38.4375
west_wind_site_metadata.120206,120206,16.75
west_wind_site_metadata.120207,120207,17.84375
west_wind_site_metadata.120208,120208,35.875
west_wind_site_metadata.120209,120209,32.9375
west_wind_site_metadata.120210,120210,32.6875
west_wind_site_metadata.120211,120211,32.46875
west_wind_site_metadata.120212,120212,29.296875
west_wind_site_metadata.120213,120213,33.375
west_wind_site_metadata.120214,120214,39.5
west_wind_site_metadata.120215,120215,39.65625
west_wind_site_metadata.120216,120216,39.78125
west_wind_site_metadata.120217,120217,40
west_wind_site_metadata.120218,120218,39.96875
west_wind_site_metadata.120219,120219,40.4375
west_wind_site_metadata.120220,120220,40.09375
west_wind_site_metadata.120221,120221,40.71875
west_wind_site_metadata.120222,120222,40.25
west_wind_site_metadata.120223,120223,40.8125
west_wind_site_metadata.120224,120224,40.3125
west_wind_site_metadata.120225,120225,40.71875
west_wind_site_metadata.120226,120226,40.28125
west_wind_site_metadata.120227,120227,40.3125
west_wind_site_metadata.120228,120228,39.78125
west_wind_site_metadata.120229,120229,39.71875
west_wind_site_metadata.120230,120230,39.21875
west_wind_site_metadata.120231,120231,38.78125
west_wind_site_metadata.120232,120232,17.640625
west_wind_site_metadata.120233,120233,20.265625
west_wind_site_metadata.120234,120234,34.53125
west_wind_site_metadata.120235,120235,33.84375
west_wind_site_metadata.120236,120236,33.5
west_wind_site_metadata.120237,120237,32.9375
west_wind_site_metadata.120238,120238,39.125
west_wind_site_metadata.120239,120239,39.09375
west_wind_site_metadata.120240,120240,38.9375
west_wind_site_metadata.120241,120241,38.84375
west_wind_site_metadata.120242,120242,38.71875
west_wind_site_metadata.120243,120243,38.75
west_wind_site_metadata.120244,120244,38.46875
west_wind_site_metadata.120245,120245,38.8125
west_wind_site_metadata.120246,120246,38.34375
west_wind_site_metadata.120247,120247,38.84375
west_wind_site_metadata.120248,120248,38.3125
west_wind_site_metadata.120249,120249,38.75
west_wind_site_metadata.120250,120250,38.65625
west_wind_site_metadata.120251,120251,16.78125
west_wind_site_metadata.120252,120252,16
west_wind_site_metadata.120253,120253,30.984375
west_wind_site_metadata.120254,120254,34.15625
west_wind_site_metadata.120255,120255,33.84375
west_wind_site_metadata.120256,120256,33.40625
west_wind_site_metadata.120257,120257,33.03125
west_wind_site_metadata.120258,120258,30.28125
west_wind_site_metadata.120259,120259,39.59375
west_wind_site_metadata.120260,120260,39.65625
west_wind_site_metadata.120261,120261,40.15625
west_wind_site_metadata.120262,120262,40.21875
west_wind_site_metadata.120263,120263,40.59375
west_wind_site_metadata.120264,120264,40.53125
west_wind_site_metadata.120265,120265,40.90625
west_wind_site_metadata.120266,120266,40.625
west_wind_site_metadata.120267,120267,40.9375
west_wind_site_metadata.120268,120268,40.625
west_wind_site_metadata.120269,120269,40.84375
west_wind_site_metadata.120270,120270,40.5625
west_wind_site_metadata.120271,120271,40.6875
west_wind_site_metadata.120272,120272,40.3125
west_wind_site_metadata.120273,120273,40.40625
west_wind_site_metadata.120274,120274,39.90625
west_wind_site_metadata.120275,120275,40
west_wind_site_metadata.120276,120276,39.5625
west_wind_site_metadata.120277,120277,39.5
west_wind_site_metadata.120278,120278,39.15625
west_wind_site_metadata.120279,120279,38.90625
west_wind_site_metadata.120280,120280,38.625
west_wind_site_metadata.120281,120281,32.8125
west_wind_site_metadata.120282,120282,31.53125
west_wind_site_metadata.120283,120283,33.84375
west_wind_site_metadata.120284,120284,38.875
west_wind_site_metadata.120285,120285,38.65625
west_wind_site_metadata.120286,120286,38.875
west_wind_site_metadata.120287,120287,38.65625
west_wind_site_metadata.120288,120288,38.75
west_wind_site_metadata.120289,120289,38.5
west_wind_site_metadata.120290,120290,38.8125
west_wind_site_metadata.120291,120291,38.46875
west_wind_site_metadata.120292,120292,38.75
west_wind_site_metadata.120293,120293,38.4375
west_wind_site_metadata.120294,120294,38.65625
west_wind_site_metadata.120295,120295,38.15625
west_wind_site_metadata.120296,120296,34.59375
west_wind_site_metadata.120297,120297,17.3125
west_wind_site_metadata.120298,120298,33.1875
west_wind_site_metadata.120299,120299,29.84375
west_wind_site_metadata.120300,120300,39.3125
west_wind_site_metadata.120301,120301,39.46875
west_wind_site_metadata.120302,120302,39.875
west_wind_site_metadata.120303,120303,39.75
west_wind_site_metadata.120304,120304,40.25
west_wind_site_metadata.120305,120305,39.9375
west_wind_site_metadata.120306,120306,40.25
west_wind_site_metadata.120307,120307,39.9375
west_wind_site_metadata.120308,120308,40.25
west_wind_site_metadata.120309,120309,39.9375
west_wind_site_metadata.120310,120310,40.03125
west_wind_site_metadata.120311,120311,39.75
west_wind_site_metadata.120312,120312,39.875
west_wind_site_metadata.120313,120313,39.5625
west_wind_site_metadata.120314,120314,39.5
west_wind_site_metadata.120315,120315,39.1875
west_wind_site_metadata.120316,120316,39.0625
west_wind_site_metadata.120317,120317,34.0625
west_wind_site_metadata.120318,120318,15.6953125
west_wind_site_metadata.120319,120319,38.21875
west_wind_site_metadata.120320,120320,38.28125
west_wind_site_metadata.120321,120321,38.15625
west_wind_site_metadata.120322,120322,38.15625
west_wind_site_metadata.120323,120323,36.1875
west_wind_site_metadata.120324,120324,34.6875
west_wind_site_metadata.120325,120325,38.71875
west_wind_site_metadata.120326,120326,38.5625
west_wind_site_metadata.120327,120327,38.75
west_wind_site_metadata.120328,120328,38.46875
west_wind_site_metadata.120329,120329,38.625
west_wind_site_metadata.120330,120330,38.40625
west_wind_site_metadata.120331,120331,38.3125
west_wind_site_metadata.120332,120332,31.859375
west_wind_site_metadata.120333,120333,28.59375
west_wind_site_metadata.120334,120334,28.21875
west_wind_site_metadata.120335,120335,16.8125
west_wind_site_metadata.120336,120336,34.78125
west_wind_site_metadata.120337,120337,34.125
west_wind_site_metadata.120338,120338,31.8125
west_wind_site_metadata.120339,120339,31.9375
west_wind_site_metadata.120340,120340,30.671875
west_wind_site_metadata.120341,120341,32.59375
west_wind_site_metadata.120342,120342,32.71875
west_wind_site_metadata.120343,120343,35.5625
west_wind_site_metadata.120344,120344,18.828125
west_wind_site_metadata.120345,120345,35.65625
west_wind_site_metadata.120346,120346,33.5625
west_wind_site_metadata.120347,120347,33.8125
west_wind_site_metadata.120348,120348,32.28125
west_wind_site_metadata.120349,120349,31.75
west_wind_site_metadata.120350,120350,31.78125
west_wind_site_metadata.120351,120351,34.4375
west_wind_site_metadata.120352,120352,33.53125
west_wind_site_metadata.120353,120353,38.3125
west_wind_site_metadata.120354,120354,38.34375
west_wind_site_metadata.120355,120355,38.40625
west_wind_site_metadata.120356,120356,37.40625
west_wind_site_metadata.120357,120357,37.78125
west_wind_site_metadata.120358,120358,34.09375
west_wind_site_metadata.120359,120359,34
west_wind_site_metadata.120360,120360,31.6875
west_wind_site_metadata.120361,120361,31.953125
west_wind_site_metadata.120362,120362,30.21875
west_wind_site_metadata.120363,120363,29.6875
west_wind_site_metadata.120364,120364,29.84375
west_wind_site_metadata.120365,120365,34.0625
west_wind_site_metadata.120366,120366,35.0625
west_wind_site_metadata.120367,120367,30.734375
west_wind_site_metadata.120368,120368,16.171875
west_wind_site_metadata.120369,120369,33.4375
west_wind_site_metadata.120370,120370,33.15625
west_wind_site_metadata.120371,120371,31.375
west_wind_site_metadata.120372,120372,30.65625
west_wind_site_metadata.120373,120373,30.3125
west_wind_site_metadata.120374,120374,38.9375
west_wind_site_metadata.120375,120375,38.46875
west_wind_site_metadata.120376,120376,39.09375
west_wind_site_metadata.120377,120377,38.28125
west_wind_site_metadata.120378,120378,38.625
west_wind_site_metadata.120379,120379,37.8125
west_wind_site_metadata.120380,120380,32.90625
west_wind_site_metadata.120381,120381,30.59375
west_wind_site_metadata.120382,120382,33.8125
west_wind_site_metadata.120383,120383,31.875
west_wind_site_metadata.120384,120384,30.859375
west_wind_site_metadata.120385,120385,30.046875
west_wind_site_metadata.120386,120386,30.140625
west_wind_site_metadata.120387,120387,32.6875
west_wind_site_metadata.120388,120388,31.84375
west_wind_site_metadata.120389,120389,31.03125
west_wind_site_metadata.120390,120390,37.90625
west_wind_site_metadata.120391,120391,36.875
west_wind_site_metadata.120392,120392,36.625
west_wind_site_metadata.120393,120393,35.34375
west_wind_site_metadata.120394,120394,33.875
west_wind_site_metadata.120395,120395,32.09375
west_wind_site_metadata.120396,120396,30.109375
west_wind_site_metadata.120397,120397,29.109375
west_wind_site_metadata.120398,120398,27.5
west_wind_site_metadata.120399,120399,31.265625
west_wind_site_metadata.120400,120400,35.8125
west_wind_site_metadata.120401,120401,34.625
west_wind_site_metadata.120402,120402,33.28125
west_wind_site_metadata.120403,120403,31.765625
west_wind_site_metadata.120404,120404,29.875
west_wind_site_metadata.120405,120405,28.9375
west_wind_site_metadata.120406,120406,31.46875
west_wind_site_metadata.120407,120407,28.359375
west_wind_site_metadata.120408,120408,24.8125
west_wind_site_metadata.120409,120409,29.15625
west_wind_site_metadata.120410,120410,27.953125
west_wind_site_metadata.120411,120411,32.125
west_wind_site_metadata.120412,120412,29.390625
west_wind_site_metadata.120413,120413,32
west_wind_site_metadata.120414,120414,28.359375
west_wind_site_metadata.120415,120415,28.296875
west_wind_site_metadata.120416,120416,34.78125
west_wind_site_metadata.120417,120417,30.515625
west_wind_site_metadata.120418,120418,27.671875
west_wind_site_metadata.120419,120419,34.25
west_wind_site_metadata.120420,120420,34.84375
west_wind_site_metadata.120421,120421,34.375
west_wind_site_metadata.120422,120422,34.84375
west_wind_site_metadata.120423,120423,34.625
west_wind_site_metadata.120424,120424,34.75
west_wind_site_metadata.120425,120425,34.65625
west_wind_site_metadata.120426,120426,34.53125
west_wind_site_metadata.120427,120427,34.40625
west_wind_site_metadata.120428,120428,34.3125
west_wind_site_metadata.120429,120429,34.25
west_wind_site_metadata.120430,120430,34.21875
west_wind_site_metadata.120431,120431,34.1875
west_wind_site_metadata.120432,120432,34.21875
west_wind_site_metadata.120433,120433,34.25
west_wind_site_metadata.120434,120434,34.25
west_wind_site_metadata.120435,120435,34.1875
west_wind_site_metadata.120436,120436,34.09375
west_wind_site_metadata.120437,120437,34.125
west_wind_site_metadata.120438,120438,33.90625
west_wind_site_metadata.120439,120439,30.734375
west_wind_site_metadata.120440,120440,30.59375
west_wind_site_metadata.120441,120441,34.59375
west_wind_site_metadata.120442,120442,35.4375
west_wind_site_metadata.120443,120443,35.1875
west_wind_site_metadata.120444,120444,35.96875
west_wind_site_metadata.120445,120445,35.84375
west_wind_site_metadata.120446,120446,36.53125
west_wind_site_metadata.120447,120447,36.3125
west_wind_site_metadata.120448,120448,36.78125
west_wind_site_metadata.120449,120449,36.5
west_wind_site_metadata.120450,120450,36.84375
west_wind_site_metadata.120451,120451,36.34375
west_wind_site_metadata.120452,120452,36.3125
west_wind_site_metadata.120453,120453,36.15625
west_wind_site_metadata.120454,120454,35.84375
west_wind_site_metadata.120455,120455,35.8125
west_wind_site_metadata.120456,120456,35.53125
west_wind_site_metadata.120457,120457,35.5625
west_wind_site_metadata.120458,120458,35.28125
west_wind_site_metadata.120459,120459,35.28125
west_wind_site_metadata.120460,120460,35.15625
west_wind_site_metadata.120461,120461,35
west_wind_site_metadata.120462,120462,34.96875
west_wind_site_metadata.120463,120463,34.78125
west_wind_site_metadata.120464,120464,34.71875
west_wind_site_metadata.120465,120465,34.625
west_wind_site_metadata.120466,120466,33.96875
west_wind_site_metadata.120467,120467,34.0625
west_wind_site_metadata.120468,120468,35.53125
west_wind_site_metadata.120469,120469,35.53125
west_wind_site_metadata.120470,120470,36.375
west_wind_site_metadata.120471,120471,36.46875
west_wind_site_metadata.120472,120472,36.96875
west_wind_site_metadata.120473,120473,37.125
west_wind_site_metadata.120474,120474,37.5625
west_wind_site_metadata.120475,120475,37.625
west_wind_site_metadata.120476,120476,37.75
west_wind_site_metadata.120477,120477,37.5625
west_wind_site_metadata.120478,120478,37.75
west_wind_site_metadata.120479,120479,37.25
west_wind_site_metadata.120480,120480,37.375
west_wind_site_metadata.120481,120481,36.90625
west_wind_site_metadata.120482,120482,36.96875
west_wind_site_metadata.120483,120483,36.6875
west_wind_site_metadata.120484,120484,36.59375
west_wind_site_metadata.120485,120485,36.3125
west_wind_site_metadata.120486,120486,36.21875
west_wind_site_metadata.120487,120487,35.90625
west_wind_site_metadata.120488,120488,35.6875
west_wind_site_metadata.120489,120489,35.5625
west_wind_site_metadata.120490,120490,35.3125
west_wind_site_metadata.120491,120491,35.34375
west_wind_site_metadata.120492,120492,35.15625
west_wind_site_metadata.120493,120493,36.15625
west_wind_site_metadata.120494,120494,36.09375
west_wind_site_metadata.120495,120495,36.65625
west_wind_site_metadata.120496,120496,36.53125
west_wind_site_metadata.120497,120497,36.9375
west_wind_site_metadata.120498,120498,36.8125
west_wind_site_metadata.120499,120499,37.1875
west_wind_site_metadata.120500,120500,37.0625
west_wind_site_metadata.120501,120501,36.90625
west_wind_site_metadata.120502,120502,36.6875
west_wind_site_metadata.120503,120503,36.71875
west_wind_site_metadata.120504,120504,36.21875
west_wind_site_metadata.120505,120505,36.34375
west_wind_site_metadata.120506,120506,35.90625
west_wind_site_metadata.120507,120507,36.09375
west_wind_site_metadata.120508,120508,36
west_wind_site_metadata.120509,120509,35.96875
west_wind_site_metadata.120510,120510,36.09375
west_wind_site_metadata.120511,120511,36.03125
west_wind_site_metadata.120512,120512,36.15625
west_wind_site_metadata.120513,120513,36
west_wind_site_metadata.120514,120514,36.03125
west_wind_site_metadata.120515,120515,35.9375
west_wind_site_metadata.120516,120516,35.875
west_wind_site_metadata.120517,120517,35.75
west_wind_site_metadata.120518,120518,35.59375
west_wind_site_metadata.120519,120519,35.59375
west_wind_site_metadata.120520,120520,35.21875
west_wind_site_metadata.120521,120521,35.15625
west_wind_site_metadata.120522,120522,35.125
west_wind_site_metadata.120523,120523,35.1875
west_wind_site_metadata.120524,120524,35.03125
west_wind_site_metadata.120525,120525,34.78125
west_wind_site_metadata.120526,120526,34.65625
west_wind_site_metadata.120527,120527,34.90625
west_wind_site_metadata.120528,120528,34.21875
west_wind_site_metadata.120529,120529,34.40625
west_wind_site_metadata.120530,120530,33.9375
west_wind_site_metadata.120531,120531,34.125
west_wind_site_metadata.120532,120532,34.21875
west_wind_site_metadata.120533,120533,34.25
west_wind_site_metadata.120534,120534,34.53125
west_wind_site_metadata.120535,120535,34.875
west_wind_site_metadata.120536,120536,35.03125
west_wind_site_metadata.120537,120537,35.21875
west_wind_site_metadata.120538,120538,35.375
west_wind_site_metadata.120539,120539,35.71875
west_wind_site_metadata.120540,120540,35.625
west_wind_site_metadata.120541,120541,35.6875
west_wind_site_metadata.120542,120542,35.59375
west_wind_site_metadata.120543,120543,35.625
west_wind_site_metadata.120544,120544,35.5625
west_wind_site_metadata.120545,120545,35.40625
west_wind_site_metadata.120546,120546,35.34375
west_wind_site_metadata.120547,120547,35.1875
west_wind_site_metadata.120548,120548,35.1875
west_wind_site_metadata.120549,120549,35.1875
west_wind_site_metadata.120550,120550,13.9765625
west_wind_site_metadata.120551,120551,34.3125
west_wind_site_metadata.120552,120552,35.09375
west_wind_site_metadata.120553,120553,36.9375
west_wind_site_metadata.120554,120554,37.40625
west_wind_site_metadata.120555,120555,36.5
west_wind_site_metadata.120556,120556,37.15625
west_wind_site_metadata.120557,120557,36.34375
west_wind_site_metadata.120558,120558,35.34375
west_wind_site_metadata.120559,120559,36.09375
west_wind_site_metadata.120560,120560,38
west_wind_site_metadata.120561,120561,38.46875
west_wind_site_metadata.120562,120562,38.5
west_wind_site_metadata.120563,120563,38.78125
west_wind_site_metadata.120564,120564,38.4375
west_wind_site_metadata.120565,120565,38.53125
west_wind_site_metadata.120566,120566,38.4375
west_wind_site_metadata.120567,120567,38.5625
west_wind_site_metadata.120568,120568,38.75
west_wind_site_metadata.120569,120569,38.71875
west_wind_site_metadata.120570,120570,38.71875
west_wind_site_metadata.120571,120571,38.6875
west_wind_site_metadata.120572,120572,38.4375
west_wind_site_metadata.120573,120573,38.25
west_wind_site_metadata.120574,120574,38.25
west_wind_site_metadata.120575,120575,37.53125
west_wind_site_metadata.120576,120576,37.96875
west_wind_site_metadata.120577,120577,37.0625
west_wind_site_metadata.120578,120578,37.28125
west_wind_site_metadata.120579,120579,36.6875
west_wind_site_metadata.120580,120580,36.46875
west_wind_site_metadata.120581,120581,36.0625
west_wind_site_metadata.120582,120582,35.96875
west_wind_site_metadata.120583,120583,35.59375
west_wind_site_metadata.120584,120584,35.625
west_wind_site_metadata.120585,120585,35.3125
west_wind_site_metadata.120586,120586,35.09375
west_wind_site_metadata.120587,120587,35.15625
west_wind_site_metadata.120588,120588,34.78125
west_wind_site_metadata.120589,120589,34.84375
