FID,gid,capacity_factor
west_wind_site_metadata.95219,95219,31.921875
west_wind_site_metadata.95220,95220,32.8125
west_wind_site_metadata.95221,95221,32.09375
west_wind_site_metadata.95222,95222,32.34375
west_wind_site_metadata.95223,95223,31.359375
west_wind_site_metadata.95224,95224,31.265625
west_wind_site_metadata.95225,95225,30.546875
west_wind_site_metadata.95226,95226,29.65625
west_wind_site_metadata.95227,95227,29.34375
west_wind_site_metadata.95228,95228,22.046875
west_wind_site_metadata.95229,95229,24.984375
west_wind_site_metadata.95230,95230,23.921875
west_wind_site_metadata.95231,95231,31.5
west_wind_site_metadata.95232,95232,30.078125
west_wind_site_metadata.95233,95233,29.296875
west_wind_site_metadata.95234,95234,25.875
west_wind_site_metadata.95235,95235,26.71875
west_wind_site_metadata.95236,95236,26.734375
west_wind_site_metadata.95237,95237,23.578125
west_wind_site_metadata.95238,95238,25.0625
west_wind_site_metadata.95239,95239,24.71875
west_wind_site_metadata.95240,95240,23.90625
west_wind_site_metadata.95241,95241,26.515625
west_wind_site_metadata.95242,95242,25.765625
west_wind_site_metadata.95243,95243,29.828125
west_wind_site_metadata.95244,95244,31.078125
west_wind_site_metadata.95245,95245,31.09375
west_wind_site_metadata.95246,95246,32.75
west_wind_site_metadata.95247,95247,32.40625
west_wind_site_metadata.95248,95248,33.125
west_wind_site_metadata.95249,95249,32.5
west_wind_site_metadata.95250,95250,31.640625
west_wind_site_metadata.95251,95251,31.03125
west_wind_site_metadata.95252,95252,29.625
west_wind_site_metadata.95253,95253,28.6875
west_wind_site_metadata.95254,95254,27.90625
west_wind_site_metadata.95255,95255,27
west_wind_site_metadata.95256,95256,33.8125
west_wind_site_metadata.95257,95257,30.09375
west_wind_site_metadata.95258,95258,27.3125
west_wind_site_metadata.95259,95259,27.75
west_wind_site_metadata.95260,95260,27.171875
west_wind_site_metadata.95261,95261,35
west_wind_site_metadata.95262,95262,33.53125
west_wind_site_metadata.95263,95263,32.4375
west_wind_site_metadata.95264,95264,31.359375
west_wind_site_metadata.95265,95265,30.4375
west_wind_site_metadata.95266,95266,31.875
west_wind_site_metadata.95267,95267,32.34375
west_wind_site_metadata.95268,95268,33.59375
west_wind_site_metadata.95269,95269,32.90625
west_wind_site_metadata.95270,95270,33.59375
west_wind_site_metadata.95271,95271,32.03125
west_wind_site_metadata.95272,95272,32.03125
west_wind_site_metadata.95273,95273,30.875
west_wind_site_metadata.95274,95274,30.5
west_wind_site_metadata.95275,95275,30.53125
west_wind_site_metadata.95276,95276,29.75
west_wind_site_metadata.95277,95277,30.421875
west_wind_site_metadata.95278,95278,29.609375
west_wind_site_metadata.95279,95279,30.453125
west_wind_site_metadata.95280,95280,30.984375
west_wind_site_metadata.95281,95281,31.25
west_wind_site_metadata.95282,95282,31.640625
west_wind_site_metadata.95283,95283,32.03125
west_wind_site_metadata.95284,95284,31.703125
west_wind_site_metadata.95285,95285,31.734375
west_wind_site_metadata.95286,95286,31.296875
west_wind_site_metadata.95287,95287,31.375
west_wind_site_metadata.95288,95288,30.4375
west_wind_site_metadata.95289,95289,31.09375
west_wind_site_metadata.95290,95290,30.109375
west_wind_site_metadata.95291,95291,30.421875
west_wind_site_metadata.95292,95292,29.515625
west_wind_site_metadata.95293,95293,29.25
west_wind_site_metadata.95294,95294,29.40625
west_wind_site_metadata.95295,95295,28.734375
west_wind_site_metadata.95296,95296,29.0625
west_wind_site_metadata.95297,95297,28.09375
west_wind_site_metadata.95298,95298,28.234375
west_wind_site_metadata.95299,95299,28.46875
west_wind_site_metadata.95300,95300,28.625
west_wind_site_metadata.95301,95301,30.1875
west_wind_site_metadata.95302,95302,31.703125
west_wind_site_metadata.95303,95303,31.015625
west_wind_site_metadata.95304,95304,31.890625
west_wind_site_metadata.95305,95305,31.6875
west_wind_site_metadata.95306,95306,32.125
west_wind_site_metadata.95307,95307,32.3125
west_wind_site_metadata.95308,95308,31.34375
west_wind_site_metadata.95309,95309,31.40625
west_wind_site_metadata.95310,95310,30.625
west_wind_site_metadata.95311,95311,22.890625
west_wind_site_metadata.95312,95312,32.15625
west_wind_site_metadata.95313,95313,26.46875
west_wind_site_metadata.95314,95314,26.546875
west_wind_site_metadata.95315,95315,24.765625
west_wind_site_metadata.95316,95316,25.265625
west_wind_site_metadata.95317,95317,26.078125
west_wind_site_metadata.95318,95318,23.0625
west_wind_site_metadata.95319,95319,25.6875
west_wind_site_metadata.95320,95320,30.546875
west_wind_site_metadata.95321,95321,30.625
west_wind_site_metadata.95322,95322,31.53125
west_wind_site_metadata.95323,95323,31.4375
west_wind_site_metadata.95324,95324,32.6875
west_wind_site_metadata.95325,95325,31.90625
west_wind_site_metadata.95326,95326,32.15625
west_wind_site_metadata.95327,95327,31.421875
west_wind_site_metadata.95328,95328,30.578125
west_wind_site_metadata.95329,95329,30.140625
west_wind_site_metadata.95330,95330,28.96875
west_wind_site_metadata.95331,95331,28.390625
west_wind_site_metadata.95332,95332,28
west_wind_site_metadata.95333,95333,27.453125
west_wind_site_metadata.95334,95334,32.5
west_wind_site_metadata.95335,95335,27.109375
west_wind_site_metadata.95336,95336,26.390625
west_wind_site_metadata.95337,95337,32.71875
west_wind_site_metadata.95338,95338,31.1875
west_wind_site_metadata.95339,95339,30.265625
west_wind_site_metadata.95340,95340,28.796875
west_wind_site_metadata.95341,95341,27.78125
west_wind_site_metadata.95342,95342,31.0625
west_wind_site_metadata.95343,95343,31.453125
west_wind_site_metadata.95344,95344,32.34375
west_wind_site_metadata.95345,95345,32.15625
west_wind_site_metadata.95346,95346,32.40625
west_wind_site_metadata.95347,95347,31.109375
west_wind_site_metadata.95348,95348,31.46875
west_wind_site_metadata.95349,95349,29.765625
west_wind_site_metadata.95350,95350,29.984375
west_wind_site_metadata.95351,95351,29.5625
west_wind_site_metadata.95352,95352,29.796875
west_wind_site_metadata.95353,95353,30.515625
west_wind_site_metadata.95354,95354,30.015625
west_wind_site_metadata.95355,95355,31.03125
west_wind_site_metadata.95356,95356,30.125
west_wind_site_metadata.95357,95357,31.15625
west_wind_site_metadata.95358,95358,31.453125
west_wind_site_metadata.95359,95359,31.703125
west_wind_site_metadata.95360,95360,32.84375
west_wind_site_metadata.95361,95361,31.765625
west_wind_site_metadata.95362,95362,32.21875
west_wind_site_metadata.95363,95363,31.671875
west_wind_site_metadata.95364,95364,30.4375
west_wind_site_metadata.95365,95365,30.484375
west_wind_site_metadata.95366,95366,29
west_wind_site_metadata.95367,95367,28.734375
west_wind_site_metadata.95368,95368,28.375
west_wind_site_metadata.95369,95369,27.078125
west_wind_site_metadata.95370,95370,27.703125
west_wind_site_metadata.95371,95371,27.296875
west_wind_site_metadata.95372,95372,28.25
west_wind_site_metadata.95373,95373,28.40625
west_wind_site_metadata.95374,95374,28.3125
west_wind_site_metadata.95375,95375,28.078125
west_wind_site_metadata.95376,95376,27.53125
west_wind_site_metadata.95377,95377,27.9375
west_wind_site_metadata.95378,95378,27.984375
west_wind_site_metadata.95379,95379,29.875
west_wind_site_metadata.95380,95380,30.703125
west_wind_site_metadata.95381,95381,31.125
west_wind_site_metadata.95382,95382,31.671875
west_wind_site_metadata.95383,95383,31.484375
west_wind_site_metadata.95384,95384,32.59375
west_wind_site_metadata.95385,95385,34
west_wind_site_metadata.95386,95386,33.90625
west_wind_site_metadata.95387,95387,33.0625
west_wind_site_metadata.95388,95388,32.5625
west_wind_site_metadata.95389,95389,31.953125
west_wind_site_metadata.95390,95390,30.609375
west_wind_site_metadata.95391,95391,24.890625
west_wind_site_metadata.95392,95392,23.703125
west_wind_site_metadata.95393,95393,31.859375
west_wind_site_metadata.95394,95394,31.921875
west_wind_site_metadata.95395,95395,24.484375
west_wind_site_metadata.95396,95396,25.40625
west_wind_site_metadata.95397,95397,25.265625
west_wind_site_metadata.95398,95398,25.375
west_wind_site_metadata.95399,95399,22.875
west_wind_site_metadata.95400,95400,23.796875
west_wind_site_metadata.95401,95401,26.703125
west_wind_site_metadata.95402,95402,27.5625
west_wind_site_metadata.95403,95403,31.140625
west_wind_site_metadata.95404,95404,30.53125
west_wind_site_metadata.95405,95405,31.390625
west_wind_site_metadata.95406,95406,31.421875
west_wind_site_metadata.95407,95407,32.125
west_wind_site_metadata.95408,95408,31.921875
west_wind_site_metadata.95409,95409,32.59375
west_wind_site_metadata.95410,95410,31.6875
west_wind_site_metadata.95411,95411,31.78125
west_wind_site_metadata.95412,95412,31.0625
west_wind_site_metadata.95413,95413,29.71875
west_wind_site_metadata.95414,95414,29.390625
west_wind_site_metadata.95415,95415,27.5625
west_wind_site_metadata.95416,95416,27.421875
west_wind_site_metadata.95417,95417,34.5
west_wind_site_metadata.95418,95418,29.1875
west_wind_site_metadata.95419,95419,26.765625
west_wind_site_metadata.95420,95420,28.203125
west_wind_site_metadata.95421,95421,31.90625
west_wind_site_metadata.95422,95422,31.3125
west_wind_site_metadata.95423,95423,30.09375
west_wind_site_metadata.95424,95424,29.578125
west_wind_site_metadata.95425,95425,27.171875
west_wind_site_metadata.95426,95426,29.5625
west_wind_site_metadata.95427,95427,29.75
west_wind_site_metadata.95428,95428,30.84375
west_wind_site_metadata.95429,95429,31.234375
west_wind_site_metadata.95430,95430,32.4375
west_wind_site_metadata.95431,95431,31.84375
west_wind_site_metadata.95432,95432,32.6875
west_wind_site_metadata.95433,95433,30.703125
west_wind_site_metadata.95434,95434,30.203125
west_wind_site_metadata.95435,95435,28.875
west_wind_site_metadata.95436,95436,28.234375
west_wind_site_metadata.95437,95437,28.375
west_wind_site_metadata.95438,95438,27.8125
west_wind_site_metadata.95439,95439,28.90625
west_wind_site_metadata.95440,95440,28.25
west_wind_site_metadata.95441,95441,29.34375
west_wind_site_metadata.95442,95442,29.578125
west_wind_site_metadata.95443,95443,29.46875
west_wind_site_metadata.95444,95444,29.828125
west_wind_site_metadata.95445,95445,27.765625
west_wind_site_metadata.95446,95446,27.859375
west_wind_site_metadata.95447,95447,27.75
west_wind_site_metadata.95448,95448,27.71875
west_wind_site_metadata.95449,95449,28.171875
west_wind_site_metadata.95450,95450,28.234375
west_wind_site_metadata.95451,95451,26.84375
west_wind_site_metadata.95452,95452,26.828125
west_wind_site_metadata.95453,95453,26.390625
west_wind_site_metadata.95454,95454,26.171875
west_wind_site_metadata.95455,95455,26.28125
west_wind_site_metadata.95456,95456,26.3125
west_wind_site_metadata.95457,95457,26.828125
west_wind_site_metadata.95458,95458,26.765625
west_wind_site_metadata.95459,95459,28.3125
west_wind_site_metadata.95460,95460,30.546875
west_wind_site_metadata.95461,95461,32.78125
west_wind_site_metadata.95462,95462,32.90625
west_wind_site_metadata.95463,95463,33.4375
west_wind_site_metadata.95464,95464,32.1875
west_wind_site_metadata.95465,95465,32.0625
west_wind_site_metadata.95466,95466,31.359375
west_wind_site_metadata.95467,95467,31.078125
west_wind_site_metadata.95468,95468,30.703125
west_wind_site_metadata.95469,95469,29.671875
west_wind_site_metadata.95470,95470,29.828125
west_wind_site_metadata.95471,95471,28.46875
west_wind_site_metadata.95472,95472,28.71875
west_wind_site_metadata.95473,95473,27.90625
west_wind_site_metadata.95474,95474,27.859375
west_wind_site_metadata.95475,95475,22.375
west_wind_site_metadata.95476,95476,32.34375
west_wind_site_metadata.95477,95477,31.734375
west_wind_site_metadata.95478,95478,24.453125
west_wind_site_metadata.95479,95479,25.0625
west_wind_site_metadata.95480,95480,25.6875
west_wind_site_metadata.95481,95481,24.765625
west_wind_site_metadata.95482,95482,22.953125
west_wind_site_metadata.95483,95483,24.03125
west_wind_site_metadata.95484,95484,30.03125
west_wind_site_metadata.95485,95485,29.671875
west_wind_site_metadata.95486,95486,30.125
west_wind_site_metadata.95487,95487,29.796875
west_wind_site_metadata.95488,95488,30.453125
west_wind_site_metadata.95489,95489,29.671875
west_wind_site_metadata.95490,95490,29.875
west_wind_site_metadata.95491,95491,29.359375
west_wind_site_metadata.95492,95492,28.3125
west_wind_site_metadata.95493,95493,28.359375
west_wind_site_metadata.95494,95494,27.421875
west_wind_site_metadata.95495,95495,27.609375
west_wind_site_metadata.95496,95496,36.5
west_wind_site_metadata.95497,95497,29.4375
west_wind_site_metadata.95498,95498,28.625
west_wind_site_metadata.95499,95499,26.71875
west_wind_site_metadata.95500,95500,29.8125
west_wind_site_metadata.95501,95501,28.40625
west_wind_site_metadata.95502,95502,28.6875
west_wind_site_metadata.95503,95503,26.875
west_wind_site_metadata.95504,95504,27
west_wind_site_metadata.95505,95505,26.515625
west_wind_site_metadata.95506,95506,26.125
west_wind_site_metadata.95507,95507,27.125
west_wind_site_metadata.95508,95508,27.984375
west_wind_site_metadata.95509,95509,29.21875
west_wind_site_metadata.95510,95510,28.5625
west_wind_site_metadata.95511,95511,30
west_wind_site_metadata.95512,95512,27.328125
west_wind_site_metadata.95513,95513,25.25
west_wind_site_metadata.95514,95514,24.046875
west_wind_site_metadata.95515,95515,24.5625
west_wind_site_metadata.95516,95516,24.71875
west_wind_site_metadata.95517,95517,24.46875
west_wind_site_metadata.95518,95518,25.125
west_wind_site_metadata.95519,95519,24.765625
west_wind_site_metadata.95520,95520,25.953125
west_wind_site_metadata.95521,95521,30.390625
west_wind_site_metadata.95522,95522,31.625
west_wind_site_metadata.95523,95523,32.15625
west_wind_site_metadata.95524,95524,33.1875
west_wind_site_metadata.95525,95525,33.4375
west_wind_site_metadata.95526,95526,34.78125
west_wind_site_metadata.95527,95527,34.625
west_wind_site_metadata.95528,95528,35.3125
west_wind_site_metadata.95529,95529,34.1875
west_wind_site_metadata.95530,95530,34.09375
west_wind_site_metadata.95531,95531,32.5
west_wind_site_metadata.95532,95532,32.21875
west_wind_site_metadata.95533,95533,31.46875
west_wind_site_metadata.95534,95534,31.203125
west_wind_site_metadata.95535,95535,31.125
west_wind_site_metadata.95536,95536,29.734375
west_wind_site_metadata.95537,95537,30.171875
west_wind_site_metadata.95538,95538,28.84375
west_wind_site_metadata.95539,95539,29.140625
west_wind_site_metadata.95540,95540,28.296875
west_wind_site_metadata.95541,95541,28.25
west_wind_site_metadata.95542,95542,27.984375
west_wind_site_metadata.95543,95543,22.25
west_wind_site_metadata.95544,95544,32.625
west_wind_site_metadata.95545,95545,32.40625
west_wind_site_metadata.95546,95546,32
west_wind_site_metadata.95547,95547,32.15625
west_wind_site_metadata.95548,95548,31.765625
west_wind_site_metadata.95549,95549,30.078125
west_wind_site_metadata.95550,95550,28.265625
west_wind_site_metadata.95551,95551,25.171875
west_wind_site_metadata.95552,95552,23.9375
west_wind_site_metadata.95553,95553,25.78125
west_wind_site_metadata.95554,95554,26.65625
west_wind_site_metadata.95555,95555,25.21875
west_wind_site_metadata.95556,95556,24.6875
west_wind_site_metadata.95557,95557,24.140625
west_wind_site_metadata.95558,95558,22.8125
west_wind_site_metadata.95559,95559,22.78125
west_wind_site_metadata.95560,95560,22.359375
west_wind_site_metadata.95561,95561,23.234375
west_wind_site_metadata.95562,95562,23.765625
west_wind_site_metadata.95563,95563,29.8125
west_wind_site_metadata.95564,95564,30.03125
west_wind_site_metadata.95565,95565,29.4375
west_wind_site_metadata.95566,95566,29.90625
west_wind_site_metadata.95567,95567,29.265625
west_wind_site_metadata.95568,95568,28.984375
west_wind_site_metadata.95569,95569,28.71875
west_wind_site_metadata.95570,95570,27.515625
west_wind_site_metadata.95571,95571,27.828125
west_wind_site_metadata.95572,95572,34.46875
west_wind_site_metadata.95573,95573,28.34375
west_wind_site_metadata.95574,95574,27.0625
west_wind_site_metadata.95575,95575,26.28125
west_wind_site_metadata.95576,95576,29.46875
west_wind_site_metadata.95577,95577,29.078125
west_wind_site_metadata.95578,95578,36.1875
west_wind_site_metadata.95579,95579,27.96875
west_wind_site_metadata.95580,95580,27.234375
west_wind_site_metadata.95581,95581,25.375
west_wind_site_metadata.95582,95582,28.890625
west_wind_site_metadata.95583,95583,27.96875
west_wind_site_metadata.95584,95584,28.71875
west_wind_site_metadata.95585,95585,27.171875
west_wind_site_metadata.95586,95586,27.21875
west_wind_site_metadata.95587,95587,26.5625
west_wind_site_metadata.95588,95588,26
west_wind_site_metadata.95589,95589,26.84375
west_wind_site_metadata.95590,95590,27.8125
west_wind_site_metadata.95591,95591,28.078125
west_wind_site_metadata.95592,95592,29.1875
west_wind_site_metadata.95593,95593,26.78125
west_wind_site_metadata.95594,95594,24.765625
west_wind_site_metadata.95595,95595,24.859375
west_wind_site_metadata.95596,95596,24.6875
west_wind_site_metadata.95597,95597,24.375
west_wind_site_metadata.95598,95598,25.125
west_wind_site_metadata.95599,95599,25.015625
west_wind_site_metadata.95600,95600,27.578125
west_wind_site_metadata.95601,95601,34.40625
west_wind_site_metadata.95602,95602,32.65625
west_wind_site_metadata.95603,95603,30.859375
west_wind_site_metadata.95604,95604,30.34375
west_wind_site_metadata.95605,95605,29.390625
west_wind_site_metadata.95606,95606,29.078125
west_wind_site_metadata.95607,95607,29.375
west_wind_site_metadata.95608,95608,28.515625
west_wind_site_metadata.95609,95609,29.40625
west_wind_site_metadata.95610,95610,28.34375
west_wind_site_metadata.95611,95611,28.53125
west_wind_site_metadata.95612,95612,27.140625
west_wind_site_metadata.95613,95613,30.71875
west_wind_site_metadata.95614,95614,31.46875
west_wind_site_metadata.95615,95615,31.171875
west_wind_site_metadata.95616,95616,28.234375
west_wind_site_metadata.95617,95617,25.953125
west_wind_site_metadata.95618,95618,28.71875
west_wind_site_metadata.95619,95619,24.140625
west_wind_site_metadata.95620,95620,25.609375
west_wind_site_metadata.95621,95621,24.859375
west_wind_site_metadata.95622,95622,23.75
west_wind_site_metadata.95623,95623,23.546875
west_wind_site_metadata.95624,95624,23.1875
west_wind_site_metadata.95625,95625,22.671875
west_wind_site_metadata.95626,95626,22.765625
west_wind_site_metadata.95627,95627,21.921875
west_wind_site_metadata.95628,95628,21.828125
west_wind_site_metadata.95629,95629,23.078125
west_wind_site_metadata.95630,95630,24.28125
west_wind_site_metadata.95631,95631,29.15625
west_wind_site_metadata.95632,95632,28.8125
west_wind_site_metadata.95633,95633,28.21875
west_wind_site_metadata.95634,95634,28.0625
west_wind_site_metadata.95635,95635,27.953125
west_wind_site_metadata.95636,95636,28.15625
west_wind_site_metadata.95637,95637,26.984375
west_wind_site_metadata.95638,95638,27.21875
west_wind_site_metadata.95639,95639,29.15625
west_wind_site_metadata.95640,95640,29.421875
west_wind_site_metadata.95641,95641,30.421875
west_wind_site_metadata.95642,95642,36.9375
west_wind_site_metadata.95643,95643,36.6875
west_wind_site_metadata.95644,95644,27.453125
west_wind_site_metadata.95645,95645,25.546875
west_wind_site_metadata.95646,95646,25.203125
west_wind_site_metadata.95647,95647,24.359375
west_wind_site_metadata.95648,95648,26.984375
west_wind_site_metadata.95649,95649,27.078125
west_wind_site_metadata.95650,95650,26.71875
west_wind_site_metadata.95651,95651,26.421875
west_wind_site_metadata.95652,95652,31.921875
west_wind_site_metadata.95653,95653,31.203125
west_wind_site_metadata.95654,95654,32
west_wind_site_metadata.95655,95655,31.953125
west_wind_site_metadata.95656,95656,31.28125
west_wind_site_metadata.95657,95657,30.96875
west_wind_site_metadata.95658,95658,27.703125
west_wind_site_metadata.95659,95659,25.359375
west_wind_site_metadata.95660,95660,26.828125
west_wind_site_metadata.95661,95661,27.390625
west_wind_site_metadata.95662,95662,25.453125
west_wind_site_metadata.95663,95663,26.28125
west_wind_site_metadata.95664,95664,23.40625
west_wind_site_metadata.95665,95665,22.90625
west_wind_site_metadata.95666,95666,22.59375
west_wind_site_metadata.95667,95667,22.703125
west_wind_site_metadata.95668,95668,21.875
west_wind_site_metadata.95669,95669,21.796875
west_wind_site_metadata.95670,95670,23.015625
west_wind_site_metadata.95671,95671,24.0625
west_wind_site_metadata.95672,95672,24.234375
west_wind_site_metadata.95673,95673,25.015625
west_wind_site_metadata.95674,95674,24.8125
west_wind_site_metadata.95675,95675,24.1875
west_wind_site_metadata.95676,95676,33.25
west_wind_site_metadata.95677,95677,27.671875
west_wind_site_metadata.95678,95678,26.453125
west_wind_site_metadata.95679,95679,25.625
west_wind_site_metadata.95680,95680,25.875
west_wind_site_metadata.95681,95681,27.875
west_wind_site_metadata.95682,95682,31.34375
west_wind_site_metadata.95683,95683,26.34375
west_wind_site_metadata.95684,95684,24.578125
west_wind_site_metadata.95685,95685,24.140625
west_wind_site_metadata.95686,95686,29.5
west_wind_site_metadata.95687,95687,30.203125
west_wind_site_metadata.95688,95688,29.265625
west_wind_site_metadata.95689,95689,25.921875
west_wind_site_metadata.95690,95690,26.71875
west_wind_site_metadata.95691,95691,23.953125
west_wind_site_metadata.95692,95692,25.703125
west_wind_site_metadata.95693,95693,23.921875
west_wind_site_metadata.95694,95694,23.390625
west_wind_site_metadata.95695,95695,23.171875
west_wind_site_metadata.95696,95696,22.328125
west_wind_site_metadata.95697,95697,22.21875
west_wind_site_metadata.95698,95698,24.15625
west_wind_site_metadata.95699,95699,24.125
west_wind_site_metadata.95700,95700,26.265625
west_wind_site_metadata.95701,95701,26.125
west_wind_site_metadata.95702,95702,25.265625
west_wind_site_metadata.95703,95703,25.453125
west_wind_site_metadata.95704,95704,24.984375
west_wind_site_metadata.95705,95705,25.671875
west_wind_site_metadata.95706,95706,27.828125
west_wind_site_metadata.95707,95707,27.796875
west_wind_site_metadata.95708,95708,27.953125
west_wind_site_metadata.95709,95709,27.875
west_wind_site_metadata.95710,95710,31.078125
west_wind_site_metadata.95711,95711,32.1875
west_wind_site_metadata.95712,95712,26.484375
west_wind_site_metadata.95713,95713,24.96875
west_wind_site_metadata.95714,95714,23.5625
west_wind_site_metadata.95715,95715,22.59375
west_wind_site_metadata.95716,95716,25.296875
west_wind_site_metadata.95717,95717,24.953125
west_wind_site_metadata.95718,95718,24.90625
west_wind_site_metadata.95719,95719,24.640625
west_wind_site_metadata.95720,95720,21.5625
west_wind_site_metadata.95721,95721,28.890625
west_wind_site_metadata.95722,95722,28.375
west_wind_site_metadata.95723,95723,29.5625
west_wind_site_metadata.95724,95724,29.890625
west_wind_site_metadata.95725,95725,26.75
west_wind_site_metadata.95726,95726,23.859375
west_wind_site_metadata.95727,95727,23.484375
west_wind_site_metadata.95728,95728,23.34375
west_wind_site_metadata.95729,95729,22.4375
west_wind_site_metadata.95730,95730,21.9375
west_wind_site_metadata.95731,95731,23.90625
west_wind_site_metadata.95732,95732,25.1875
west_wind_site_metadata.95733,95733,24.796875
west_wind_site_metadata.95734,95734,27.09375
west_wind_site_metadata.95735,95735,28.25
west_wind_site_metadata.95736,95736,27.96875
west_wind_site_metadata.95737,95737,27.90625
west_wind_site_metadata.95738,95738,26.75
west_wind_site_metadata.95739,95739,25.703125
west_wind_site_metadata.95740,95740,25.8125
west_wind_site_metadata.95741,95741,25.21875
west_wind_site_metadata.95742,95742,25.515625
west_wind_site_metadata.95743,95743,27.578125
west_wind_site_metadata.95744,95744,32.6875
west_wind_site_metadata.95745,95745,24.4375
west_wind_site_metadata.95746,95746,23.03125
west_wind_site_metadata.95747,95747,21.984375
west_wind_site_metadata.95748,95748,26.96875
west_wind_site_metadata.95749,95749,27.328125
west_wind_site_metadata.95750,95750,27.046875
west_wind_site_metadata.95751,95751,28.234375
west_wind_site_metadata.95752,95752,28.515625
west_wind_site_metadata.95753,95753,28.84375
west_wind_site_metadata.95754,95754,24.5
west_wind_site_metadata.95755,95755,23.421875
west_wind_site_metadata.95756,95756,23.109375
west_wind_site_metadata.95757,95757,22.140625
west_wind_site_metadata.95758,95758,21.875
west_wind_site_metadata.95759,95759,24.40625
west_wind_site_metadata.95760,95760,24.5
west_wind_site_metadata.95761,95761,25.765625
west_wind_site_metadata.95762,95762,26.265625
west_wind_site_metadata.95763,95763,26.296875
west_wind_site_metadata.95764,95764,25.78125
west_wind_site_metadata.95765,95765,26.171875
west_wind_site_metadata.95766,95766,27.59375
west_wind_site_metadata.95767,95767,32.875
west_wind_site_metadata.95768,95768,33.375
west_wind_site_metadata.95769,95769,24.84375
west_wind_site_metadata.95770,95770,23.21875
west_wind_site_metadata.95771,95771,22.109375
west_wind_site_metadata.95772,95772,29.421875
west_wind_site_metadata.95773,95773,28.953125
west_wind_site_metadata.95774,95774,29.609375
west_wind_site_metadata.95775,95775,26.25
west_wind_site_metadata.95776,95776,27.921875
west_wind_site_metadata.95777,95777,27.3125
west_wind_site_metadata.95778,95778,26.6875
west_wind_site_metadata.95779,95779,26.109375
west_wind_site_metadata.95780,95780,29.59375
west_wind_site_metadata.95781,95781,29.171875
west_wind_site_metadata.95782,95782,29.890625
west_wind_site_metadata.95783,95783,28.375
west_wind_site_metadata.95784,95784,22.40625
west_wind_site_metadata.95785,95785,22.421875
west_wind_site_metadata.95786,95786,24.671875
west_wind_site_metadata.95787,95787,27.03125
west_wind_site_metadata.95788,95788,32.1875
west_wind_site_metadata.95789,95789,26.21875
west_wind_site_metadata.95790,95790,25.859375
west_wind_site_metadata.95791,95791,25.984375
west_wind_site_metadata.95792,95792,26.96875
west_wind_site_metadata.95793,95793,27.234375
west_wind_site_metadata.95794,95794,28.984375
west_wind_site_metadata.95795,95795,29.359375
west_wind_site_metadata.95796,95796,24.59375
west_wind_site_metadata.95797,95797,23.125
west_wind_site_metadata.95798,95798,21.96875
west_wind_site_metadata.95799,95799,20.53125
west_wind_site_metadata.95800,95800,28.53125
west_wind_site_metadata.95801,95801,26.109375
west_wind_site_metadata.95802,95802,20.625
west_wind_site_metadata.95803,95803,26.03125
west_wind_site_metadata.95804,95804,25.125
west_wind_site_metadata.95805,95805,24.96875
west_wind_site_metadata.95806,95806,29.5
west_wind_site_metadata.95807,95807,23.40625
west_wind_site_metadata.95808,95808,22.640625
west_wind_site_metadata.95809,95809,24.875
west_wind_site_metadata.95810,95810,25.28125
west_wind_site_metadata.95811,95811,28.5625
west_wind_site_metadata.95812,95812,24.640625
west_wind_site_metadata.95813,95813,26.265625
west_wind_site_metadata.95814,95814,26.171875
west_wind_site_metadata.95815,95815,26.03125
west_wind_site_metadata.95816,95816,26.453125
west_wind_site_metadata.95817,95817,26.765625
west_wind_site_metadata.95818,95818,28.703125
west_wind_site_metadata.95819,95819,28.796875
west_wind_site_metadata.95820,95820,39.625
west_wind_site_metadata.95821,95821,39.15625
west_wind_site_metadata.95822,95822,19.296875
west_wind_site_metadata.95823,95823,26.203125
west_wind_site_metadata.95824,95824,25.171875
west_wind_site_metadata.95825,95825,23.890625
west_wind_site_metadata.95826,95826,22.890625
west_wind_site_metadata.95827,95827,21.09375
west_wind_site_metadata.95828,95828,20.265625
west_wind_site_metadata.95829,95829,29.640625
west_wind_site_metadata.95830,95830,27
west_wind_site_metadata.95831,95831,24.390625
west_wind_site_metadata.95832,95832,25.359375
west_wind_site_metadata.95833,95833,23.8125
west_wind_site_metadata.95834,95834,25.984375
west_wind_site_metadata.95835,95835,26.15625
west_wind_site_metadata.95836,95836,27.8125
west_wind_site_metadata.95837,95837,25.125
west_wind_site_metadata.95838,95838,24.578125
west_wind_site_metadata.95839,95839,24.34375
west_wind_site_metadata.95840,95840,24.515625
west_wind_site_metadata.95841,95841,22.890625
west_wind_site_metadata.95842,95842,24.9375
west_wind_site_metadata.95843,95843,28.578125
west_wind_site_metadata.95844,95844,29.34375
west_wind_site_metadata.95845,95845,28.953125
west_wind_site_metadata.95846,95846,28.875
west_wind_site_metadata.95847,95847,28.75
west_wind_site_metadata.95848,95848,28.265625
west_wind_site_metadata.95849,95849,26.921875
west_wind_site_metadata.95850,95850,26.75
west_wind_site_metadata.95851,95851,28.796875
west_wind_site_metadata.95852,95852,28.9375
west_wind_site_metadata.95853,95853,25.59375
west_wind_site_metadata.95854,95854,24.796875
west_wind_site_metadata.95855,95855,23.640625
west_wind_site_metadata.95856,95856,22.703125
west_wind_site_metadata.95857,95857,20.9375
west_wind_site_metadata.95858,95858,20.09375
west_wind_site_metadata.95859,95859,27.609375
